p,0,2,3,5,9,10,12,13,17,18,19,20,23,24,29,33,38,41,43,44,47,48,49,50,51,52,53,54,55,56,57,59,60,61,62,64,65,66,67,69,71,72,73,74,75,76,77,78,79,81,82,83,88,90,91,92,93,94,95,97,98,99,100,101,102,103,104,105,106,108,109,111,112,114,115,116,117,119,120,121,122,123,124,126,128,129,131,132,133,134,136,139,140,141,142,143,145,146,147,148,149,150,151,152,156,157,158,159,160,161,162,163,165,166,167,168,171,172,175,176,177,178,180,181,183,184,186,187,190,191,193,194,195,197,199,200,201,203,204,205,206,207,208,209,210,211,213,214,215,216,217,218,219,220,221,222,224,226,227,228,229,232,233,234,235,236,237,238,239,240,242,245,250,251,254,255,256,257,258,259,260,261,266,267,269,272,274,275,277,278,279,281,283,284,285,287,288,289,290,291,292,293,294,299,300,301,302,304,306,311,313,316,317,318,319,320,322,324,325,326,327,328,329,330,331,332,334,337,338,340,341
139101,4275.555556,1364.538462,2876,2044.166667,11119.61111,3919.470588,1211.866667,3285.5,1854.166667,2884.625,3698.8,2946.944444,1967.666667,2272.666667,3068.111111,1674.444444,3080.611111,846,2154.666667,2943.6,1744.444444,887.1111111,3287,1528.866667,1864.666667,845.7777778,968.1666667,2178.666667,2125,623,8828.555556,13644.5,11160.5,2673.133333,5965.25,3436.5,8947.333333,11211.375,12626.23077,9606.2,7459.666667,4082.857143,14696.75,2343.222222,2270.833333,1459.6875,4985.461538,1930,14483.36364,3156,5633,2940.4375,2544,14630.52941,2209.888889,1219.8,2670.181818,2319.666667,911.2222222,2822.666667,4436.388889,2589.1875,956.5555556,981.3333333,9224,1118.941176,2698.277778,8726.714286,1118.777778,2550.066667,28251.16667,6110.818182,2267.333333,4160.4,6347,2315.266667,1119.388889,2784.176471,6986.3,4110.933333,1912.466667,6065.529412,8895.076923,4266.1,1228.769231,12045.46667,7485,21348.42857,1651.384615,3268.7,2394.5,3166.764706,12232.35294,4406.666667,1057.777778,6824.611111,1824.722222,2656.5,4654.888889,31760.22222,615.7333333,5527.333333,2501.1875,865.4444444,3576,21557.83333,4462.666667,1611,5709.636364,7200.5,7080.75,2023,1136.75,2730.764706,2756.5,1244.428571,1397.142857,2022.6,3161.5,1771.388889,2179.833333,2319.714286,2636.777778,1756.444444,1882.857143,3298.333333,12569.33333,1166.611111,2702.5,1703.941176,5797.5,14649.16667,3718.727273,3344.111111,1777,2678.142857,2572.833333,2576.285714,1836.866667,3171.777778,3499.5,2478.666667,1771.166667,2795.375,4924.388889,7577.333333,7191.352941,15441.1875,9377.384615,5792.916667,33188.22222,24043.33333,14594.25,11516.77778,18085.25,17672.83333,855.5,798,1433.444444,1454.583333,904.3,1663.466667,17962.11111,3041.055556,1349.222222,973,1277.5,482,1401,3370.9,1423.416667,54654.75,1706.076923,3556.722222,3316.125,2152,1093.111111,1532.777778,1218,1512.444444,1000,2012.611111,1000,3200.777778,1108.055556,2287.722222,1000,1196.388889,2587.055556,1510,4331.666667,2032.944444,598.4375,1875,7452,3065.166667,1150,1348.166667,2383.722222,1882.555556,1037.111111,8340,2459.055556,2646.833333,5533.9375,848.6666667,1152.5,1273.75,1423.235294,4594.384615,4224.555556,1711.764706,4471,451.5555556,996.8571429,9727.090909,2614.5,1266.111111,12122,1169.5,1728,3109.833333,3367.888889,1273.923077,1708.571429,2890.285714,1903.3125,1339.5,1702.388889,1576.714286,6820.111111
139102,4385.761905,1364.538462,2973.615385,1818.75,11353.16667,3812.714286,1311.5,3671.190476,1854.166667,2877.588235,3331.333333,2986.833333,1967.666667,2255.2,2895.210526,1627.380952,3340.047619,846,2035.857143,2943.6,1720.666667,851.5,3281.5,1378.6875,1683,814.15,904.047619,2139,2014,608.0952381,8649,13259,8471.333333,2840.65,5965.25,3251,9249.466667,11491.66667,12483.66667,9791.666667,7407.142857,4256.5625,14676.625,2337.380952,2206,1406.619048,5300.909091,1921.47619,12948,3161.2,5633,2832.823529,2544,16060.73333,2322,1219.8,2761.538462,2636.238095,852.15,3265,3941.428571,2389.777778,973.3,1025.285714,9135,1112.764706,2782.5,8726.714286,1195.761905,2418.076923,25705.6,6487.733333,2266.904762,3357.5,6722.55,2301.058824,1158.238095,2871.894737,6999.315789,4287.619048,2276.375,6919.3,9193.384615,4266.1,1228.769231,11728.42857,7397,21370.58929,1847.9,3268.7,2525.25,3739.45,13071.19048,4522,1033.52381,7009.928571,1709.222222,2539.809524,4744.190476,34734.55556,609.7857143,5544.368421,3191.6,844.952381,4308,21189.39167,3809.714286,1611,5709.636364,7200.5,7080.75,2023,1136.75,2534.25,2767,1236.6,1278.666667,1903,3161.5,1693,2335.615385,2365.5,2507.176471,1640.25,2095.5625,3165.888889,14845,1110.904762,2238.6,1693.6875,5885.058824,16825.19048,3665.055556,3175.6,2730.666667,2623.894737,2598.5,2572,1849.588235,3087.428571,3293.714286,2357.619048,1770,2764.666667,4051.809524,6083.133333,5489.142857,13586.46154,5980.818182,5792.916667,28667.19048,21992.3,12764.95,12326.21053,16941.64286,15599.42857,827.3333333,798,1415,1348.4375,904.3,1602.076923,17867.28571,2903,1349.222222,993.125,1277.5,482,1401,3370.9,1481.615385,46841,1561.235294,3542.380952,3316.125,2062.142857,1090.52381,1593.380952,1277.857143,1502.285714,1000,1874.047619,1000,3092.761905,1041.52381,2011.142857,1000,1287.428571,2556.238095,1510,4202.571429,1945.333333,501.047619,1875,7452,3199.190476,1147.85,1295.428571,2645,1807.222222,883.2380952,8288.294118,2604.285714,2700.4375,5231.285714,848.6666667,1152.5,1359.5,1478.714286,4271.761905,4163,1661.692308,4142.733333,592.4,1005,9062.230769,2621.5,1329.05,10710.8125,1169.5,1703.571429,2594.45,3327.47619,1348.448718,1702,3033.25,1869.470588,1335,1717.4,1641.125,6779.952381
139103,4528.1,1364.538462,2943.846154,1746.428571,11347.65,3910.85,1120.333333,3177.777778,1854.166667,2803.466667,3268.05,2888.789474,1923.45,2237.733333,3002.736842,1705.933333,3342,874.625,1913.157895,2943.6,1632.65,788.2352941,3276,1345,1591.85,825.8333333,860.5263158,2069,1791.615385,663.6111111,7874.666667,12990,7308.888889,2556.6,5965.25,2940.4,8317.727273,10030.5,10775.6,9931.125,7394.714286,4283.222222,14997,2200,1944.894737,1342.35,5124.714286,1635.823529,11924.25,3434,5634,3061.5,2322.2,13769.61111,2463.333333,1219.8,2369.4375,2545.058824,801,3526,3930,2290.8,1023.25,1041.466667,11024,1311,2764.2,8726.714286,1273.65,2290.714286,21952.5,6416,2273.666667,3410.666667,7098.1,2268.6,1243.35,3166.777778,7163.1,3928.277778,2728.166667,5724.642857,7921.375,4262.210526,1228.769231,10874,7311.666667,21392.75,1866,3268.7,2602.833333,4686.064706,12714.41667,4393.1,1193.222222,5977.75,1651.333333,2511.526316,4606.8,33916.5,610.5384615,6952.851295,3664.357143,889.55,4054.307692,20820.95,3495.25,1345,5960.1,7200.5,6970,2018.5,951.2,2325.375,2346.909091,1244,1247.95,1866.176471,3333.1,1784.388889,2298.875,2278.647059,2355.375,1366.888889,2149,3129.818182,15970.89474,1058.6,2229,1723.0625,5524.058824,17046.4,3863,2685.1,2765,2667.5,2670.75,2571.2,1863.25,2896.65,3096.454545,2354.35,1766.555556,2886.266667,3693.789474,5297,4602.882353,11860.625,4651.65,5792.916667,21669.05882,19224.30769,11737.6,11328.35,14204.0625,8861.866667,887,808.1,1410.25,1332.4,808.6,1536.833333,17359,2904.6,1349.222222,987.8571429,1277.5,482,1401,3276.636364,1536.3,46952.7,1519.083333,3469.642857,3336.421053,2235.0625,1155.55,1635.15,1375.666667,1594.2,1000,1946.2,1000,2863.85,985,1995.3,1000,1269.4,2626.75,1510,3986.3,2001.210526,485.55,1875,7452,3392.25,1150.263158,1374.85,2299.65,1605,829.65,8227,2779,2253.166667,4505.235294,889.6470588,1152.5,1465.636364,1478.3,4059.333333,4417,1440.866667,4398.411765,701,999.3333333,8727.2,2626,1287.533333,11465.5,1169.5,1724.857143,1906.866667,2886.294118,1422.974359,1589,2906.5,1791.052632,1335,1565.611111,1678.75,6287.709524
139104,4104.047619,1364.538462,2879.777778,1745.952381,11032.42857,3936.076923,1057.727273,2227.952381,1854.166667,2555.833333,2803.928571,2673.444444,1913.666667,2150.785714,2919.416667,1337.2,2762,903.25,1696.529412,2943.6,1393,676.75,3270.5,1139,1485.333333,687.5,698.4705882,1434.692308,1535.818182,582.4375,7814.5,12747.5,7296,2400,5965.25,2759.736842,8133,9130.571429,10678.22222,9107.333333,7345.2,3826.4,15021.16667,2006,1766.7,1342.421053,4991,1430.611111,10575.15789,3804.0625,5638,3032.533333,2325,13588.44444,2276.6,990.1666667,2343.882353,2205.55,737,3533.5,3704.238095,2102.52381,989.6666667,972.1904762,11035,1279.888889,2562.904762,9603.25,1187.619048,2332.933333,22115.75,6501.714286,2205.633334,3529.428571,7116.181818,2095.736842,1215.933333,2998.923077,6706,3659.7,2788.75,6165.7,8337.846154,4136.125,1228.769231,9512.105263,7296.444445,17505.6875,1854,3268.7,2674,5632.679412,9847.533333,3807.666667,1217.473684,5226.1,1501.263158,2453.3,4932.611111,32161.25,604.2,8361.33417,3648.8,772.1111111,3902,22240.28571,3366.619048,1143,6293,7200.5,6405.75,2009.166667,810.5,2127,2145.3125,1287.333333,1294.95,1789.125,3328.2,1629.846154,2277.666667,2240.8125,1952.388889,1259.666667,2148,2950.333333,15273.69231,970.8571429,2222.625,1673.714286,5461.733333,16330.6,3803.625,2469.571429,2188.6,2417.714286,2708.5,2568,1692.6,2521.5625,2780.705882,2110.461538,1776.3,3121.214286,3452.190476,2579.375,3779.210526,9073.904762,3943.904762,4174.611111,17808.26667,18009.5,11477.54545,11309.10526,13597.6,7255.857143,811.875,818.2,1295.75,1225.5,722.9333333,1662.909091,14763.14286,2693.111111,1349.222222,985.9411765,1169.857143,332,1446,3239.857143,1229.133333,45802.33333,1491.625,3265.727273,3145.307692,1866.555556,1122.368421,1558.315789,1294.384615,1551,1002.678571,1851.388889,1000,2504.210526,903.8333333,1041.230769,1000,1222.761905,2537.764706,1510,3633.095238,2039.944444,406.8571429,1875,7452,2957.095238,1150.526316,1285.761905,2094.380952,1501.047619,676.7619048,8222.133333,1466.1,2124.190476,3840.333333,812.5,1152.5,1253.285714,1524.714286,3961,4633.666667,1386.111111,3531.333333,492.4545455,997.2,7472,2651.666667,1251.272727,11396.8,997.6,1678,1618.166667,2333.809524,1497.5,1342.25,2779.75,1626.263158,1289.8,1434.470588,1643.625,5795.466667
139105,3791.190476,1365.214286,2806.5,1745.47619,10260.52381,3583.681319,1017.142857,1856.857143,1783.473684,2354,2502.5,2660.2,1906.285714,2086.8,2702.888889,1364.05,2467,931.875,1286.047619,2637,1041.95,586.6111111,2951,1095.35,1277.263158,566.1875,660.7058824,1378.1,1394.666667,540.1904762,7795.5,12498.33333,7253.8,2397,5951,2596.842105,7944.3,9225.428571,10628,8925.25,7150.375,3575.615385,14752.66667,1644,1569.571429,1171.625,4990,1431.882353,9162.428571,3834.466667,5684.222222,3061.285714,2317,13270.4,2238.4375,1050.416667,2420.25,1864.684211,728.7142857,3535,3480.35,1992.105263,973,933.35,9036,1219.941176,2731.4,9798.125,1114.6,2317,22210.33333,6264.222222,2137.6,4086.25,7076.5,2009.352941,1192.875,2405.727273,6087.882353,3604.533333,2755,5730.047619,8573.333333,3413.214286,1538.853366,7440.7,7281.222222,13720.47619,1861,3277,2295.5,6579.294118,9096.65,3654.222222,1201.5,4897.625,1503.388889,2484.470588,5386.619048,30045.28571,598.6666667,9769.817044,3820.15,737.3157895,3777.052632,23602.80952,3737.857143,1494.416667,8300.65,7200.5,5841.5,1961.333333,722.3333333,1963.166667,1898.473684,1346.111111,2055.775,1823.309375,3353,1476,2270.5,2283.058824,1805.095238,1173.263158,2147,2678.071429,17208.59616,839,2200.909091,1566.461538,5386.894737,15245.90909,3377,2486,2249.714286,2127.5,2711,2500.977778,1691.166667,2020.230769,2992.761905,2003.166667,1824.333333,3083,4551.333333,2860.666667,3847.428571,12831.38095,4600,5685.857143,16716.15789,18718.10715,12395.52381,13192.92857,16199.4,8225.047619,670.4210526,828.3,1258.833333,1148.5,898.9818181,1540.75,13486.95238,2459.461538,1183.714286,985.5263158,1152.733333,428.5,1172,3217.571429,1278.733333,42914.2381,1460.466667,2940.619048,2952.1,1819,1079.484211,1306.473684,1211.222222,1448.631579,1005.357143,1568.705882,1020.6,2100.333333,932.5,989.8333333,1000,1159.095238,1475.5,1510,3244.285714,1679.071429,354.0952381,1875,7452,2879.611111,1150.2,1317.352941,1918.809524,1430.809524,658.3333333,7175.583333,1331.52381,2119.421053,3888.904762,800,1152.5,1269.5,1774.857143,3889.216667,4271.2,1383.75,3923.5,442.1875,994.35,6619.52381,2660,1374.928571,10986,879.6153846,1678,1561.15,2504.15,1526.40625,1332.285714,2653,1638.3,1228.666667,1321.714286,1350.428571,5579.142857
139106,3978.235294,1409.777778,2799,1745,9613.941176,3231.285714,1013.285714,1827.588235,1714.4375,2320.375,2736.529412,2905.583333,1903.529412,1792.866667,2578.785714,1354.933333,2516,960.5,1222.058824,2220.142857,1096.941176,566.7058824,1926.142857,1192.533333,1241.823529,530.4,626.4117647,1405,1230.583333,528,7785.125,12490.33333,7234.2,2396.857143,4994.6,2672.933333,7644.125,9017.705882,10614.5,8948.75,6777.888889,3563.545455,14660.33333,1600.176471,1495.2,1218.588235,4909.333333,1772.588235,9954.470588,3935.285714,5730.444445,3107,2321.5,12698.0625,2159.333333,974.5,2377.75,1911.6875,720.4285714,3360.833333,3576.941176,2036,902.5882353,914,9020,1219.307692,3198,9993,1060.8,2313.2,22359.66667,6608.555556,2069.566667,4465.333333,7149.285714,2044,1143.4,2343.625,6162,3702.352941,2746.333333,6313.529412,9279.181818,4293,1848.9375,7335.470588,7266,13628.11765,1757.75,4056.235294,2266.75,6870.117647,9516.647059,3873.923077,1252,4275.352941,1478.3,2519.153846,5297.375,32744.29412,596.6666667,11178.29992,3991.5,766.7058824,3718.75,29448.85714,3892.705882,2015.529412,10308.3,7200.5,6525.333333,1923.5,701.5384615,1953,1859.785714,1416.888889,2816.6,1857.49375,3333.25,1581.6,2555.333333,2350.538462,1838.235294,1269.176471,2100.509804,2715.75,19143.5,880.7647059,2198,1579.875,5382.176471,18106,3581.428571,2748.764706,2190.909091,2029,2709.333333,2433.955555,1785.9375,2392.411765,3348.888889,2070.588235,1824.666667,3067.833333,4968.588235,2869.955556,4155.529412,18601.94118,5989.375,9751.470588,21574.3125,19426.71429,12867.35714,14186.75,19064.76471,10545.94118,666.875,838.4,1256.571429,1179.615385,1075.030303,1257.3,13535.17647,2508.571429,1149.705882,996.0625,1115.647059,525,1171,3290.666667,1320.25,43160.94118,1458,2967.294118,2770.1875,1798,1036.6,1424.235294,1188.9,1342.529412,1008.035714,1617.4375,1041.2,2285.941176,895.8823529,997.7058824,1000,1228.411765,1373,1510,3494.882353,1971.9375,357.6470588,1875,7452,2723.3125,1149.8125,1313.75,1911.705882,1425.411765,687.6666667,7165,1308.529412,2013.647059,3915.117647,787.5,1152.5,1259,1921.411765,3817.433333,4185.5,1351.875,3958.714286,414.2666667,991.5,6926.176471,2682.666667,1332.692308,10697.14286,881.8125,1673.5,1756.9375,2607.941176,1555.3125,1280.428571,2653,1603.5,1182.106061,1304.705882,1322.875,6432.941176
139107,3880.590909,1672.882353,2785.5,1278.761905,8985.238095,3568.318182,992.5238095,2043.681818,1709.047619,2153.15,2835.363636,3320,1933.045455,1884.736842,2636,1258.227273,2703.363636,1146.904762,1435.555556,1846.35,1268.952381,691.2380952,1501.647059,1496.227273,1638.045455,541.65,727.3636364,1650.904762,1265,599.1363636,7617.631579,11815.1875,6944.352941,2388.863636,5123.954545,2871.590909,9252.631579,9921.227273,10451.88235,9227.75,6265.888889,3759.375,14644,1880.590909,1805.409091,1310.473684,4815.363636,2151.454545,11288.18182,4569.818182,5776.666667,3641.166667,2343.5,13803.6,2355.555556,958.5,2394.833333,2058.5,712.1428571,3186.666667,4365.190476,2610,992.8,1035,9039.75,1437.4,4252.833333,10034.75,1450.409091,2759.6,23259.04762,8690.75,2001.533333,4751.230769,7753.8,2715.333333,1225,2485.285714,7926.5,3994.25,2794.941176,7409,9552,4265.636364,2168.5,8290.545455,7235.4375,16694.40909,1949.928571,4270.681818,2238,9228,11731.65,4096.411765,1631.666667,4335.772727,1613.117647,3051.363636,8824.916667,38180.61905,593,12586.78279,4179.388889,1004.363636,4022.272727,35294.90476,5371.636364,3112.611111,13222.40909,7200.5,10476.75,1942.428571,879.8571429,3044.772727,2015.545455,1455,3749.882353,1891.678125,3562.588235,2392.714286,3079.375,2226.163968,1882.045455,1334.545455,2054.019608,2932.538462,23404.125,1068.636364,1851.5,1765.285714,6620.75,19716.8,3821.071429,3307.928571,2144.777778,2004.470588,2707.666667,2366.933333,2065.388889,2953.1,3320.666667,2229.409091,1840.8,3187.8,4670.090909,2879.244445,4321.777778,20972.19048,6964.571429,11783.09091,32287.68182,19358.27273,12123,14755.04545,21094.09091,11977.59091,747.3181818,848.5,1288,1274.5625,1251.078788,1105.071429,17368.86364,2444.863636,1228.444444,994.5,1167.333333,621.5,1170,3332.75,1415.588235,45090.36364,1526.588235,2855.583333,3053.095238,2188.090909,1041.636364,1008.5,1173.833333,1367.636364,1010.714286,1789.454545,1061.8,2839,887.7344537,1147.136364,1000,1413.227273,1407.045455,1510,4069.636364,1865.181818,398.2272727,1875,7452,2464.363636,1110.65,1453,2079.272727,1428.4,805.5909091,7077.166667,1427.590909,2126.863636,4265.954545,839.2105263,1152.5,1261.5,2427.363636,3745.65,4639.8,1522.444444,4976.571429,432.6488889,1000.571429,9020,2705.333333,1387.25,11025.72727,956.2142857,1630,1949.636364,2810.772727,1584.21875,1263,2657,1697.055556,1135.545455,1446.454545,1309.083333,7516.636364
139108,3949.380952,1817.538462,2782.875,1026.857143,8550.857143,3799.285714,1054,2015.238095,1701.666667,1874.52381,3285.571429,3381.555556,2040.75,1768.444444,2344.111111,1419.857143,2616,929.4761905,1128.666667,1307.52381,989.4,649.5789474,1474.384615,1098.857143,1222.428571,494.0588235,614.5333333,1400.352941,1306.6875,579.6153846,7589.166667,11574.27273,6209.0625,2364.307692,4747.105263,2742.714286,10830.6,9432.047619,9835.538462,9121.25,6095,4019.0625,14629.25,1468.266667,1683.090909,1157,4698.6,2750.904762,11510.33333,4177.75,5987,3719.904762,2323.666667,20378.05556,2606.470588,832.6470588,2675.52381,2124,703.8571429,3012.5,4634.238095,2395.095238,1063.857143,1200.785714,9215.666667,1489.684211,4411.285714,13490.42857,1444.571429,2484.904762,24158.42857,8679.2,1933.5,5131.625,8723.761905,2877.947368,1222.222222,2958.416667,7716.35,4693.190476,2843.727273,7554.9375,9630.366667,5795.0625,2945.380952,8272.714286,7215,18680.33333,3816.947368,4792.666667,3192.235294,10688.35714,13684.24035,4150,2011.333333,4310.263158,1882,3614.47619,9038.380952,43871.95238,607.5882353,13995.26567,4449.819445,1396,5594.444444,41140.95238,6618.47619,3563.2,14789.23529,7200.5,14459.75,2065.25,919.7058824,4070.666667,2556.352941,1874,3868.666667,1925.8625,4602.333333,2914.684211,3446.55,2101.789474,1903.142857,1400.368421,2007.529412,3077.285714,9262,1050.809524,1954.909091,2010.75,7693.714286,21887.09524,4134,2794.809524,2093.5,1896.857143,2706,3198.277778,2765.8,3597.142857,4161.833334,2357.888889,1853.5,3295.714286,4838.111111,2888.533334,5992.619048,16913.5,6353.5,10537.42857,35358.35714,17162.0625,11445.19048,14461.80952,20478.15,10828.30769,872.7368421,858.6,1325,1354.25,1427.127273,1190.125,18167.85714,2317.3125,1166.355556,1000.1,1162.4,718,1163,3292.111111,1487.666667,44845.71429,1524.421053,2543.047619,2893,2125.380952,1018.285714,1028.761905,1162.5,1328.157895,1013.392857,2003.095238,1082.4,2613.470588,879.5865546,1112.65,1000,1704.380952,1343.904762,1510,4481.571429,1644.857143,478,1875,7153,2257.952381,1087.952381,1519.888889,2062.52381,1368.428571,946.9047619,7057.733333,1398.619048,2146.190476,4723.333333,1113.076923,1152.5,1268,3074.1,3673.866667,2113.428571,1640.4,5775,451.0311111,1000.066667,8669.714286,2728,1343.777778,12386.54545,973.8125,1573.625,2068.315789,4005.307692,1613.125,1258.444444,2644.333333,1949.190476,1112.916667,2391,1300.181818,9012.833333
139109,3965.111111,1784.647059,2732.272727,1122,8224.421053,3904.315789,1126.947368,2453.052632,1737.666667,1920.842105,3973.210526,3213.052632,2087.277778,1840.842105,2653.315789,1487.631579,2655,934.8421053,1099.368421,1338.823529,1041.421053,634.2941176,1455.333333,1091.210526,1205.533333,495.875,634.5789474,1297.6,1172.588235,589.0714286,7533,11556,5896,2215.789474,4472.176471,2541.684211,10148.875,9325,9741.631579,9117,6049.166667,3864,14628,1490.947368,1351.055556,1287.894737,3978,2901.368421,13041,4027.916667,6094,3460.052632,2319.222222,21304,2400.777778,809.5882353,2872.866667,1975.833333,695.5714286,3059.5,4345.789474,2180.263158,999.8421053,1156.578947,9462.4,1401.1875,4073.526316,13654,1286.611111,2472.684211,29366.5,8600.111111,2146.631579,5451.636364,9180.571429,2670.166667,1063.736842,2876,8034.315789,4651.684211,2832.4375,7700.875,9708.733333,7231,3493.421053,8287.625,7210.5,21596.52632,4373.764706,5621.611111,5170.470588,9892.105263,15636.8307,4348.052632,2391,4152.0625,1833.5625,3510,9310.052632,49031,620.7647059,15403.74854,4720.25,1680.5,5856.473684,46987,5399.578947,3045,10860.5,7200.5,13515.71429,2114,795,3691.9,2398.2,2200.235294,3234.833333,1960.046875,4952.214286,2505.894737,4099.526316,2119.647059,2268.210526,2005,1961.039216,3248.071429,8691.368421,1203.526316,2071.090909,2375.333333,8680.210526,22296.21053,4430.555556,2947.210526,2176.529412,1872.789474,2686,3328.473684,3374.947368,4045.684211,5003,2479.5,1861,3327.5,4917.555556,2897.822222,7179.842105,17120.8,6232.473684,10652,34038.66667,15680.6875,11053.36842,14241.21053,20536.94737,12973.23077,1283.842105,868.7,1416.666667,1769.588235,1603.175757,1171,18851.05263,1696.571429,1104.266667,1000.75,1139.888889,814.5,1148,3269.993056,1762,44192.70588,1468.333333,2488.764706,2711.736842,1812.631579,1008.315789,1013.578947,1098.105263,1235.421053,1016.071429,2406.315789,1103,2581.523529,871.4386554,1043.526316,1000,1686.692308,1330,1510,4577.090909,1674.368421,499.6842105,1875,6169.5,2347.157895,1016.538462,1488.611111,2151.894737,1338.052632,922.1052632,7073.058824,1661.157895,2191.052632,5220.421053,1674.538462,1168.914474,1293.333333,3581.883334,3602.083333,2247.333333,1434.692308,5772.947368,469.4133334,1000,8797.947368,2750.666667,1314.923077,12844.125,921.0526316,1522.5,2195.631579,4453.631579,1642.03125,1225,2677.75,2327.105263,1106.555556,2843.526316,1319,10646.94737
